genre,signal_mean,signal_std,signal_skew,signal_kurtosis,zcr_mean,zcr_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_2_mean,spectral_bandwidth_2_std,spectral_bandwidth_3_mean,spectral_bandwidth_3_std,spectral_bandwidth_4_mean,spectral_bandwidth_4_std,spectral_contrast_1_mean,spectral_contrast_2_mean,spectral_contrast_3_mean,spectral_contrast_4_mean,spectral_contrast_5_mean,spectral_contrast_6_mean,spectral_contrast_7_mean,spectral_contrast_1_std,spectral_contrast_2_std,spectral_contrast_3_std,spectral_contrast_4_std,spectral_contrast_5_std,spectral_contrast_6_std,spectral_contrast_7_std,spectral_rolloff_mean,spectral_rolloff_std,mfccs_1_mean,mfccs_2_mean,mfccs_3_mean,mfccs_4_mean,mfccs_5_mean,mfccs_6_mean,mfccs_7_mean,mfccs_8_mean,mfccs_9_mean,mfccs_10_mean,mfccs_11_mean,mfccs_12_mean,mfccs_13_mean,mfccs_14_mean,mfccs_15_mean,mfccs_16_mean,mfccs_17_mean,mfccs_18_mean,mfccs_19_mean,mfccs_20_mean,mfccs_1_std,mfccs_2_std,mfccs_3_std,mfccs_4_std,mfccs_5_std,mfccs_6_std,mfccs_7_std,mfccs_8_std,mfccs_9_std,mfccs_10_std,mfccs_11_std,mfccs_12_std,mfccs_13_std,mfccs_14_std,mfccs_15_std,mfccs_16_std,mfccs_17_std,mfccs_18_std,mfccs_19_std,mfccs_20_std,chroma_stft_1_mean,chroma_stft_2_mean,chroma_stft_3_mean,chroma_stft_4_mean,chroma_stft_5_mean,chroma_stft_6_mean,chroma_stft_7_mean,chroma_stft_8_mean,chroma_stft_9_mean,chroma_stft_10_mean,chroma_stft_11_mean,chroma_stft_12_mean,chroma_stft_1_std,chroma_stft_2_std,chroma_stft_3_std,chroma_stft_4_std,chroma_stft_5_std,chroma_stft_6_std,chroma_stft_7_std,chroma_stft_8_std,chroma_stft_9_std,chroma_stft_10_std,chroma_stft_11_std,chroma_stft_12_std
country,0.12,0.159,1.45,1.074,0.056,0.023,0.148,0.056,1310.889,420.978,1641.681,312.668,2182.939,290.281,2182.939,290.281,26.493,20.162,25.791,24.043,24.76,24.999,38.185,5.121,4.949,5.368,4.541,4.057,3.854,3.475,2763.894,933.521,-172.558,125.98,-16.89,52.132,2.311,10.454,-5.449,10.586,-21.271,-3.894,-13.891,2.674,-5.705,-8.766,-5.053,2.185,-3.787,-1.139,0.472,-4.716,39.125,21.577,14.077,16.29,15.986,12.219,9.853,9.06,8.866,12.45,10.116,8.682,10.558,10.589,10.678,8.519,9.846,8.482,7.376,8.495,0.187,0.124,0.236,0.15,0.202,0.422,0.282,0.41,0.265,0.232,0.127,0.182,0.243,0.154,0.319,0.174,0.253,0.432,0.205,0.399,0.245,0.297,0.164,0.271
country,0.155,0.2,1.31,0.627,0.064,0.032,0.191,0.057,1453.678,541.376,1708.271,345.702,2226.531,295.415,2226.531,295.415,24.558,19.31,25.073,21.933,22.754,21.659,39.661,5.131,4.542,4.709,4.29,4.023,4.381,3.622,3027.339,1111.358,-122.154,131.155,-23.64,51.898,-2.675,22.411,-12.914,11.924,-19.759,6.591,-10.386,5.756,-6.43,1.68,-3.129,0.496,-6.099,3.683,5.246,-1.966,39.992,26.072,21.525,13.484,10.882,10.887,9.041,9.501,9.071,9.504,8.016,7.137,9.769,9.301,8.636,8.551,7.717,7.679,9.332,7.855,0.497,0.262,0.281,0.22,0.342,0.21,0.203,0.474,0.209,0.236,0.215,0.404,0.343,0.213,0.293,0.189,0.329,0.275,0.178,0.385,0.174,0.325,0.195,0.308
country,0.152,0.198,1.354,0.766,0.065,0.036,0.189,0.058,1447.914,555.454,1710.787,374.924,2236.247,322.126,2236.247,322.126,24.836,19.749,24.781,22.722,21.34,21.503,39.123,4.968,4.831,5.197,4.134,3.933,4.066,3.057,3050.47,1197.121,-125.133,131.271,-21.973,45.905,-7.955,19.762,-8.203,8.598,-20.867,6.214,-10.854,4.157,-8.243,-1.817,-1.466,4.15,-3.437,2.343,0.965,-3.69,38.114,25.146,20.674,12.911,10.644,10.949,10.729,9.682,8.585,10.204,8.463,8.64,8.094,9.729,7.972,7.571,8.78,8.294,7.289,7.365,0.295,0.167,0.202,0.193,0.349,0.343,0.306,0.426,0.245,0.33,0.214,0.387,0.335,0.197,0.242,0.191,0.357,0.361,0.225,0.36,0.171,0.318,0.169,0.376
country,0.167,0.221,1.483,1.09,0.093,0.052,0.212,0.063,2080.432,594.586,2197.395,291.947,2653.712,225.239,2653.712,225.239,24.049,16.025,18.503,17.928,17.771,18.584,42.698,4.896,4.087,4.054,3.504,2.907,3.043,3.279,4447.706,1158.739,-53.285,106.737,-17.549,48.185,-10.311,22.994,-13.758,17.467,-20.351,14.712,-15.059,9.407,-9.448,6.777,-9.21,3.998,-8.126,0.83,-6.383,-1.173,43.728,22.63,13.051,12.985,10.284,8.712,8.544,7.889,9.242,7.372,8.084,6.608,6.074,6.724,5.945,6.28,6.396,6.926,5.783,5.384,0.307,0.38,0.259,0.272,0.281,0.507,0.818,0.409,0.296,0.231,0.301,0.413,0.218,0.281,0.225,0.218,0.205,0.264,0.258,0.242,0.253,0.18,0.214,0.316
country,0.187,0.245,1.357,0.802,0.11,0.043,0.235,0.069,2077.669,500.396,2081.477,302.329,2543.406,257.747,2543.406,257.747,23.32,14.437,18.628,18.548,18.896,19.381,42.587,4.655,3.77,4.381,3.566,3.495,3.234,2.86,4243.715,1054.237,-28.361,112.622,-30.308,43.034,-14.014,18.016,-16.574,17.665,-18.773,16.845,-15.895,8.668,-10.165,7.771,-9.208,4.422,-9.209,2.786,-6.271,-1.812,40.867,20.152,16.862,10.802,11.689,10.214,9.711,7.637,8.406,8.006,7.707,7.765,6.71,6.401,7.078,7.269,6.708,5.541,6.049,5.862,0.325,0.457,0.374,0.415,0.33,0.391,0.609,0.363,0.388,0.379,0.414,0.447,0.207,0.303,0.263,0.286,0.227,0.255,0.316,0.22,0.294,0.279,0.274,0.31
country,0.171,0.224,1.356,0.776,0.121,0.062,0.215,0.061,2265.477,613.951,2201.114,281.787,2633.71,224.237,2633.71,224.237,24.272,14.277,19.049,20.086,19.672,19.454,43.944,5.147,3.83,4.318,4.071,4.41,4.073,3.489,4686.794,1157.571,-44.756,99.683,-24.933,42.929,-12.816,20.693,-17.977,20.494,-17.335,15.134,-15.615,8.829,-10.469,6.407,-8.046,5.446,-9.896,-0.319,-6.813,0.114,47.39,26.862,15.601,12.303,11.361,10.402,8.018,8.444,9.263,9.368,7.549,9.27,7.956,9.2,8.965,7.56,7.429,7.91,7.283,8.943,0.322,0.49,0.34,0.321,0.35,0.385,0.49,0.294,0.321,0.278,0.305,0.426,0.241,0.327,0.272,0.27,0.26,0.292,0.328,0.231,0.28,0.253,0.235,0.348
disco,0.1,0.146,1.872,2.655,0.116,0.123,0.128,0.071,2484.96,1199.376,2631.134,447.711,3220.995,302.189,3220.995,302.189,17.244,14.954,17.455,17.693,17.263,16.104,16.543,5.265,4.172,5.312,4.135,3.809,2.19,1.905,5213.758,2178.981,-127.771,84.968,19.912,20.119,6.334,16.267,-3.885,3.343,1.808,-0.758,-3.06,-5.253,-3.171,0.37,-3.257,-2.426,-4.846,2.089,-4.786,-2.63,73.21,47.611,23.198,14.768,12.228,10.191,9.528,8.514,6.57,6.14,8.61,8.842,6.779,7.171,6.105,5.662,5.26,6.152,5.966,5.256,0.333,0.437,0.603,0.461,0.486,0.527,0.664,0.557,0.443,0.378,0.365,0.399,0.226,0.259,0.282,0.251,0.348,0.303,0.297,0.261,0.264,0.31,0.258,0.201
disco,0.114,0.156,1.578,1.505,0.085,0.051,0.145,0.058,2129.83,767.663,2504.429,420.931,3141.014,290.14,3141.014,290.14,18.15,15.705,18.509,19.772,18.652,15.942,16.166,5.301,3.977,4.949,4.24,4.09,2.268,1.634,4566.613,1866.571,-106.125,100.609,8.613,13.159,7.065,15.177,-0.393,7.889,0.9,-3.711,-6.037,-5.85,-2.022,1.716,-2.27,-1.325,-4.856,-0.469,-7.685,-3.953,62.914,31.654,19.414,13.114,12.342,11.65,10.613,8.481,7.923,7.754,9.108,9.242,7.366,8.434,8.793,6.717,5.949,7.12,7.684,6.413,0.34,0.378,0.518,0.382,0.427,0.411,0.503,0.399,0.359,0.368,0.34,0.549,0.218,0.288,0.324,0.261,0.353,0.291,0.319,0.271,0.274,0.311,0.251,0.32
disco,0.122,0.166,1.399,1.078,0.087,0.051,0.154,0.06,2206.298,746.066,2555.316,448.993,3169.637,323.078,3169.637,323.078,18.777,15.2,17.935,18.687,18.6,16.334,16.394,4.642,3.53,4.857,4.485,4.187,2.376,1.706,4790.413,1812.657,-99.701,96.354,9.067,16.964,11.063,15.658,0.181,9.893,0.23,0.031,-0.088,-4.085,-5.881,-1.412,-0.773,-1.718,-6.285,2.216,-4.268,-4.165,59.133,30.127,26.532,13.474,12.365,13.992,11.309,8.892,8.151,7.845,7.705,7.063,7.099,6.862,6.326,6.387,5.721,5.676,4.891,4.745,0.277,0.359,0.414,0.453,0.561,0.509,0.55,0.477,0.482,0.492,0.4,0.414,0.208,0.261,0.271,0.234,0.344,0.3,0.298,0.287,0.288,0.348,0.26,0.267
disco,0.148,0.192,1.229,0.484,0.177,0.064,0.185,0.049,3118.489,772.322,2712.604,399.285,3161.07,299.295,3161.07,299.295,17.989,14.981,17.965,18.77,19.53,17.478,17.132,4.304,4.388,4.598,3.897,3.64,2.723,1.491,6241.431,1554.575,-26.072,58.239,-10.426,19.863,9.404,19.971,8.023,8.19,-0.225,10.145,-1.813,2.089,-1.105,0.006,-3.282,-0.351,-0.683,1.884,-5.057,-0.904,33.962,24.622,20.211,13.125,8.951,10.283,9.0,7.391,6.781,7.552,5.811,6.528,6.827,6.523,7.044,8.487,9.055,9.076,7.811,8.232,0.377,0.327,0.349,0.452,0.607,0.451,0.361,0.342,0.398,0.469,0.362,0.394,0.277,0.261,0.287,0.292,0.349,0.291,0.258,0.254,0.257,0.297,0.253,0.257
disco,0.132,0.174,1.393,0.851,0.195,0.07,0.167,0.049,3336.915,755.942,2778.609,375.552,3198.45,291.068,3198.45,291.068,17.977,15.159,17.989,18.287,19.558,17.72,17.005,4.347,3.82,4.53,3.784,3.502,2.813,1.359,6554.762,1436.113,-30.746,50.384,-7.128,24.221,9.925,17.27,3.083,3.81,1.655,10.711,-2.902,1.65,-3.408,-0.729,-3.443,-1.603,-3.659,1.233,-1.609,3.299,35.117,22.178,19.856,13.464,7.783,8.851,7.211,6.93,7.237,8.175,7.213,7.506,6.835,6.315,5.829,6.782,7.962,8.839,8.115,7.615,0.529,0.375,0.363,0.372,0.526,0.451,0.379,0.428,0.415,0.464,0.339,0.453,0.332,0.258,0.27,0.256,0.332,0.275,0.257,0.293,0.261,0.302,0.222,0.304
disco,0.143,0.187,1.219,0.506,0.192,0.064,0.179,0.054,3369.56,673.206,2813.88,335.956,3227.777,257.281,3227.777,257.281,18.148,15.046,17.57,19.792,19.676,18.133,17.035,4.456,4.175,4.726,4.703,3.817,2.765,1.605,6704.695,1293.44,-29.93,47.378,-5.339,20.723,5.109,17.116,9.54,7.698,0.744,12.592,-0.82,1.269,-3.37,-3.466,-4.114,2.499,2.85,4.375,-3.76,-2.78,32.634,20.41,18.15,13.399,9.31,9.715,8.67,6.955,6.647,7.432,6.073,6.217,5.557,6.314,7.046,7.629,10.472,9.004,8.316,10.1,0.303,0.284,0.368,0.516,0.621,0.362,0.323,0.369,0.469,0.476,0.3,0.372,0.249,0.25,0.319,0.291,0.328,0.273,0.269,0.285,0.3,0.331,0.221,0.282
disco,0.126,0.165,1.528,1.095,0.155,0.081,0.158,0.045,3594.547,787.946,3428.178,274.693,3817.971,194.528,3817.971,194.528,29.283,15.341,19.474,18.459,17.677,16.918,16.288,5.054,3.845,4.315,3.218,2.958,2.899,2.44,8108.35,1013.161,-59.183,57.418,22.312,11.434,21.144,0.25,0.139,1.899,-6.011,1.822,2.414,-5.28,-2.293,0.661,-2.562,-2.485,-1.078,-5.283,-7.363,-1.391,37.501,14.92,15.815,17.089,10.442,9.634,9.481,7.08,9.684,6.609,7.099,7.299,7.372,5.537,5.815,4.871,5.0,5.729,6.482,6.16,0.322,0.332,0.406,0.4,0.526,0.468,0.557,0.391,0.343,0.39,0.383,0.494,0.235,0.24,0.316,0.275,0.333,0.27,0.309,0.286,0.242,0.285,0.265,0.301
disco,0.125,0.163,1.607,1.271,0.153,0.054,0.157,0.045,3686.201,655.666,3453.099,264.054,3821.806,199.195,3821.806,199.195,29.935,15.278,20.071,19.301,18.488,17.121,16.433,5.196,3.5,4.627,3.633,3.434,3.07,2.374,8241.446,833.092,-59.066,53.343,21.955,10.457,17.598,2.463,1.708,0.824,-5.203,4.194,4.49,-6.635,-3.294,-0.089,-2.929,-1.789,-1.233,-3.157,-2.948,0.018,34.019,14.137,16.217,14.142,9.028,8.74,6.757,6.252,7.973,6.982,7.32,7.069,7.474,6.173,6.777,5.296,5.312,6.496,8.816,7.145,0.263,0.254,0.343,0.33,0.453,0.495,0.729,0.556,0.368,0.354,0.29,0.427,0.216,0.183,0.269,0.249,0.319,0.271,0.289,0.306,0.234,0.257,0.217,0.312
disco,0.134,0.176,1.475,1.014,0.151,0.065,0.169,0.048,3397.657,615.423,3317.49,240.994,3731.525,171.076,3731.525,171.076,28.938,13.785,18.864,18.155,17.61,16.124,15.649,5.22,3.648,4.251,3.509,2.947,2.321,2.266,7797.767,847.024,-41.092,60.931,19.282,12.043,15.573,2.296,-0.739,4.337,-4.046,2.278,2.606,-4.596,-3.853,-2.087,-2.395,-1.681,-1.379,-1.628,-0.833,-2.945,36.07,18.667,14.157,17.157,12.943,10.723,10.036,7.464,9.85,8.03,8.239,6.983,6.092,5.008,5.52,4.903,5.262,5.093,6.433,7.832,0.393,0.332,0.359,0.376,0.551,0.537,0.434,0.39,0.381,0.588,0.323,0.27,0.29,0.225,0.277,0.24,0.297,0.315,0.274,0.29,0.222,0.35,0.208,0.177
disco,0.164,0.206,0.981,-0.02,0.169,0.062,0.203,0.036,3006.119,757.483,2599.361,387.887,3007.795,324.408,3007.795,324.408,15.774,15.623,18.057,18.639,19.392,18.83,19.721,3.759,4.088,3.949,3.594,3.629,3.191,2.299,5925.952,1324.928,-28.024,53.298,-6.735,45.523,8.222,21.493,3.812,12.726,1.947,7.677,-2.341,9.821,2.456,2.849,-2.852,4.364,-0.665,-3.24,-4.236,-1.315,45.433,24.194,28.188,13.737,11.804,11.291,7.095,6.72,5.983,7.241,6.588,6.107,6.157,6.423,5.834,4.824,5.312,6.688,6.791,6.361,0.7,0.399,0.35,0.394,0.411,0.42,0.344,0.517,0.423,0.526,0.541,0.51,0.298,0.202,0.241,0.269,0.221,0.283,0.207,0.282,0.258,0.288,0.307,0.233
disco,0.157,0.201,1.127,0.261,0.138,0.074,0.195,0.05,3064.084,979.055,2818.512,342.047,3223.212,248.231,3223.212,248.231,16.311,15.508,17.309,16.715,16.806,16.169,19.135,4.044,3.625,4.115,3.785,2.982,2.413,2.117,6417.719,1422.005,-55.443,51.649,12.51,43.099,15.773,25.796,4.706,17.207,2.609,11.408,-1.608,8.025,-1.304,5.454,-1.897,2.042,-2.119,-2.495,-3.503,0.095,59.963,28.468,21.763,14.388,10.571,12.006,7.809,6.931,6.263,7.557,6.58,5.663,5.934,5.872,5.638,6.719,5.912,6.826,6.9,8.04,0.604,0.46,0.357,0.397,0.413,0.438,0.36,0.465,0.531,0.684,0.783,0.656,0.29,0.266,0.231,0.262,0.217,0.25,0.195,0.241,0.22,0.26,0.244,0.204
disco,0.155,0.199,1.141,0.298,0.14,0.065,0.193,0.05,3049.466,900.925,2749.919,356.572,3151.489,267.949,3151.489,267.949,16.776,15.38,17.403,17.329,17.403,16.673,19.142,4.757,3.975,4.317,3.722,3.003,2.545,2.096,6268.935,1427.8,-49.297,51.722,4.108,42.887,13.85,26.03,6.407,16.074,1.644,12.119,-0.637,8.646,0.061,5.787,-0.558,2.507,-3.231,-4.365,-4.812,-0.015,58.701,27.471,22.257,13.0,10.033,11.939,7.266,6.6,6.125,6.538,5.978,5.501,5.394,5.324,5.73,5.854,5.476,6.194,6.864,7.354,0.657,0.457,0.358,0.394,0.402,0.421,0.357,0.481,0.505,0.639,0.734,0.639,0.307,0.249,0.238,0.274,0.204,0.242,0.192,0.236,0.212,0.271,0.265,0.217
disco,0.075,0.114,2.981,7.047,0.173,0.087,0.1,0.055,3430.471,902.189,3231.639,398.17,3666.771,276.398,3666.771,276.398,21.817,16.058,18.994,19.645,19.116,18.127,16.018,6.22,4.528,4.71,4.459,3.296,2.959,1.842,7463.653,1582.864,-107.486,62.428,15.118,6.499,4.3,6.169,2.587,3.377,-1.671,-0.823,0.301,0.337,5.631,-6.028,-2.567,1.371,-3.307,0.279,0.771,-5.559,38.437,22.365,17.868,13.411,12.684,10.213,8.14,7.811,8.548,7.508,7.537,5.568,6.793,6.6,5.779,6.385,7.17,6.567,7.886,5.891,0.399,0.416,0.352,0.301,0.39,0.334,0.328,0.289,0.431,0.49,0.368,0.522,0.281,0.307,0.293,0.245,0.306,0.287,0.305,0.258,0.327,0.349,0.252,0.367
disco,0.092,0.132,2.354,4.083,0.151,0.058,0.12,0.053,3107.517,762.347,3026.971,386.739,3517.789,275.886,3517.789,275.886,21.897,15.304,19.317,19.589,19.427,17.449,16.253,5.514,4.225,4.327,3.72,3.239,2.257,1.916,6807.19,1413.151,-81.813,68.73,1.627,-1.566,-3.183,6.819,4.415,4.364,-4.374,0.963,4.748,-0.106,2.745,-3.022,-1.134,-2.086,-2.456,0.419,-0.555,-0.044,43.211,21.304,21.135,15.207,14.599,9.909,8.8,7.594,9.274,8.227,9.062,7.423,7.168,5.943,6.732,5.625,7.294,7.571,7.473,6.259,0.282,0.343,0.278,0.4,0.484,0.323,0.419,0.333,0.375,0.374,0.378,0.571,0.211,0.263,0.239,0.262,0.329,0.258,0.336,0.262,0.306,0.364,0.256,0.318
disco,0.094,0.136,2.385,4.242,0.182,0.063,0.123,0.059,3309.778,631.154,3087.836,287.905,3542.592,218.851,3542.592,218.851,22.209,14.482,18.93,18.998,20.225,18.595,16.634,5.365,3.594,4.185,3.216,3.169,2.776,1.888,7186.669,1050.801,-61.273,62.32,0.223,3.16,1.241,5.543,-1.326,-1.791,0.594,5.422,2.306,-0.906,0.492,-1.123,1.076,0.865,1.082,1.0,0.707,-2.767,44.861,15.371,15.786,11.353,10.002,8.625,8.124,7.424,7.972,7.991,7.372,6.907,5.217,6.017,7.041,7.085,7.355,6.694,7.401,7.36,0.255,0.271,0.231,0.372,0.43,0.327,0.499,0.327,0.496,0.43,0.354,0.544,0.155,0.227,0.189,0.246,0.313,0.248,0.351,0.239,0.332,0.32,0.24,0.334
disco,0.171,0.217,0.997,0.05,0.15,0.058,0.212,0.049,2781.713,645.638,2599.752,275.886,3097.307,208.837,3097.307,208.837,20.318,14.684,17.875,18.556,18.302,19.071,17.467,3.872,4.226,4.655,4.062,3.106,2.858,2.126,5668.803,1189.59,-15.768,71.999,-10.109,29.526,6.723,4.596,4.645,13.078,-2.668,13.679,1.074,-0.864,0.743,3.121,-2.482,-0.544,-1.452,-0.849,-0.809,0.107,34.547,23.086,16.335,11.555,9.357,8.065,7.739,7.343,7.705,6.838,6.587,7.349,6.955,5.739,5.927,6.495,7.453,8.133,7.817,10.193,0.434,0.343,0.41,0.352,0.468,0.341,0.368,0.625,0.46,0.535,0.402,0.456,0.307,0.25,0.272,0.223,0.31,0.239,0.215,0.326,0.249,0.316,0.224,0.275
disco,0.164,0.211,1.08,0.216,0.128,0.053,0.204,0.054,2594.771,599.772,2574.666,295.703,3116.835,246.867,3116.835,246.867,20.99,15.171,18.094,18.172,17.838,18.827,16.357,4.505,4.131,4.555,3.912,3.23,2.799,1.665,5339.485,1291.187,-29.617,78.563,-8.29,30.914,8.449,1.453,11.897,13.417,-5.997,11.098,1.423,1.415,0.648,3.538,-3.573,-1.849,-2.119,-6.606,-2.114,1.301,44.223,24.285,14.697,15.431,10.852,10.432,10.272,7.741,9.085,6.761,5.954,6.664,5.427,6.012,5.681,5.308,6.412,6.236,6.874,6.902,0.611,0.443,0.49,0.412,0.513,0.451,0.426,0.513,0.508,0.571,0.424,0.561,0.307,0.258,0.295,0.231,0.261,0.267,0.224,0.265,0.249,0.315,0.219,0.286
disco,0.167,0.214,1.01,0.103,0.155,0.071,0.206,0.058,2750.007,712.765,2533.702,325.317,3067.956,258.467,3067.956,258.467,18.644,15.062,18.554,19.306,19.345,20.01,16.781,4.996,3.953,4.499,4.142,3.63,3.133,1.855,5353.674,1382.122,-28.764,70.681,-16.349,24.804,3.583,1.385,9.421,10.456,-3.584,15.417,3.268,-3.434,0.441,0.452,-5.294,-0.411,0.895,-3.039,0.055,-1.028,37.505,24.285,19.337,15.536,12.273,11.351,10.929,10.047,7.404,7.602,6.148,7.854,5.541,7.656,6.585,7.499,9.902,10.687,9.508,10.782,0.372,0.332,0.331,0.477,0.403,0.527,0.4,0.351,0.53,0.492,0.514,0.362,0.283,0.28,0.27,0.34,0.244,0.33,0.268,0.213,0.296,0.268,0.33,0.264
disco,0.143,0.19,1.357,0.873,0.158,0.042,0.183,0.053,2782.396,442.054,2438.16,311.252,2892.683,285.491,2892.683,285.491,18.57,15.566,17.094,16.758,16.966,18.286,18.38,4.764,4.246,4.504,3.122,2.681,2.562,2.291,5386.998,985.899,-26.662,66.572,-23.241,35.056,-3.212,8.39,3.128,6.621,-4.697,6.108,-7.308,1.55,-4.166,-2.115,-3.886,-2.979,-3.162,-1.798,-4.733,2.665,39.78,19.436,19.639,18.409,13.906,10.672,9.309,9.777,8.119,7.852,8.156,7.886,6.813,6.006,5.542,6.387,6.3,6.683,5.659,6.653,0.445,0.5,0.442,0.562,0.422,0.374,0.463,0.466,0.584,0.374,0.433,0.484,0.274,0.296,0.236,0.318,0.265,0.26,0.284,0.243,0.326,0.223,0.253,0.323
disco,0.158,0.202,1.171,0.332,0.169,0.035,0.198,0.039,2849.964,381.675,2504.901,277.843,2959.923,255.554,2959.923,255.554,20.207,15.909,18.298,17.925,18.002,19.39,18.706,4.119,4.42,4.595,3.267,2.598,2.412,2.015,5538.205,901.358,-6.11,65.432,-19.432,29.482,-4.838,13.168,10.772,4.648,-3.19,11.149,-3.672,1.482,-4.382,-1.571,-1.321,-2.499,-5.696,-1.234,-7.387,-2.023,21.488,18.117,18.425,13.984,9.716,7.913,10.193,7.108,6.956,7.555,6.392,6.459,6.579,5.37,6.223,5.986,6.175,6.956,7.554,5.796,0.427,0.468,0.362,0.516,0.535,0.318,0.359,0.533,0.754,0.457,0.468,0.545,0.226,0.295,0.229,0.259,0.29,0.182,0.227,0.237,0.241,0.257,0.242,0.3
disco,0.157,0.2,1.175,0.343,0.163,0.032,0.196,0.043,2875.785,312.232,2533.238,241.818,2984.206,225.001,2984.206,225.001,20.244,15.823,17.94,18.168,17.473,19.4,18.355,4.056,4.459,4.404,3.445,2.498,2.275,2.035,5560.238,836.709,-10.893,63.64,-16.974,30.004,-6.422,14.045,16.105,6.619,-3.468,10.928,-2.171,6.987,-4.789,-0.14,2.699,-1.104,-5.338,-4.801,-10.247,0.071,24.306,12.846,16.39,11.512,11.18,7.575,9.726,7.546,8.43,9.081,8.109,7.997,7.393,6.224,5.73,5.212,5.864,5.985,7.321,6.502,0.483,0.477,0.387,0.525,0.514,0.328,0.456,0.572,0.641,0.43,0.448,0.526,0.249,0.29,0.254,0.253,0.32,0.205,0.264,0.262,0.292,0.254,0.233,0.298
disco,0.124,0.176,2.083,3.034,0.14,0.061,0.161,0.07,3078.234,804.585,2753.992,369.28,3216.025,309.264,3216.025,309.264,25.326,16.222,18.907,18.05,17.24,17.053,16.531,5.26,4.476,4.355,3.82,3.477,3.459,2.025,6129.369,1383.948,-52.114,57.354,-4.199,32.043,6.274,16.078,3.481,2.307,-0.304,2.53,-1.236,1.653,0.216,0.004,-1.896,-4.12,-0.926,-1.08,-0.516,3.322,41.337,29.354,17.783,17.245,10.656,10.364,9.27,9.105,7.709,7.383,7.881,7.029,6.531,6.671,5.707,6.445,6.384,6.388,7.029,8.325,0.481,0.515,0.335,0.33,0.446,0.409,0.426,0.348,0.466,0.548,0.427,0.502,0.297,0.327,0.236,0.246,0.301,0.28,0.304,0.241,0.267,0.306,0.252,0.325
disco,0.121,0.173,2.202,3.437,0.132,0.051,0.157,0.072,3073.779,746.069,2748.027,355.802,3207.207,297.583,3207.207,297.583,25.552,16.898,18.962,17.977,17.23,16.707,16.821,5.002,4.256,3.833,3.122,3.017,2.873,2.067,6106.137,1292.259,-55.682,56.527,-4.651,31.947,5.05,16.687,2.53,3.877,0.213,2.773,0.084,-0.144,0.451,0.021,-0.899,-1.319,1.73,-0.523,-1.017,1.242,42.763,28.219,18.275,17.419,10.677,10.175,8.925,8.688,7.97,5.954,7.079,6.568,6.333,5.734,5.411,6.509,6.865,6.154,5.845,6.133,0.437,0.503,0.37,0.336,0.507,0.391,0.381,0.363,0.471,0.609,0.442,0.49,0.308,0.294,0.256,0.217,0.296,0.247,0.286,0.228,0.239,0.323,0.22,0.305
disco,0.124,0.175,2.078,2.965,0.148,0.048,0.161,0.068,3055.223,650.67,2693.177,344.163,3164.901,294.346,3164.901,294.346,24.968,15.86,20.097,20.21,18.164,18.264,16.618,4.802,3.867,3.928,3.999,3.375,3.811,2.075,5980.685,1230.226,-52.592,54.75,-9.943,30.638,2.34,16.257,6.259,-0.44,-1.028,2.3,-0.476,1.359,0.762,-0.525,-2.604,-2.098,1.693,0.684,3.293,3.808,41.708,25.432,17.094,18.574,12.92,10.273,9.37,9.892,7.195,7.429,7.937,7.25,6.439,6.916,8.134,7.494,8.736,8.237,9.641,9.049,0.383,0.433,0.363,0.342,0.372,0.447,0.45,0.356,0.477,0.543,0.393,0.447,0.278,0.308,0.255,0.261,0.289,0.294,0.294,0.249,0.269,0.346,0.25,0.324
disco,0.154,0.21,1.352,0.975,0.17,0.054,0.194,0.079,2832.0,535.193,2455.542,287.636,2944.926,233.91,2944.926,233.91,17.238,15.187,18.215,18.706,19.421,18.816,17.985,4.514,4.143,4.2,4.221,3.651,3.295,2.02,5501.434,1084.676,-32.196,62.512,-26.839,26.795,7.884,10.742,0.127,9.822,-3.888,6.578,-2.671,0.716,-0.13,3.758,-2.829,1.131,0.545,0.443,-1.238,2.233,40.556,20.339,18.655,14.022,10.226,11.324,12.347,8.854,10.668,8.736,10.291,7.61,8.879,7.411,9.115,8.609,8.144,8.61,8.873,9.136,0.398,0.485,0.414,0.413,0.379,0.585,0.504,0.386,0.575,0.484,0.461,0.385,0.28,0.286,0.262,0.291,0.256,0.311,0.298,0.283,0.298,0.279,0.307,0.272
disco,0.147,0.203,1.491,1.32,0.16,0.069,0.188,0.079,2749.161,702.464,2411.218,372.75,2897.875,320.575,2897.875,320.575,17.034,15.305,17.5,17.921,18.309,17.326,17.995,4.009,4.271,4.463,3.962,3.447,2.876,2.03,5354.273,1280.457,-42.63,66.823,-25.352,31.489,9.779,11.998,-4.395,11.625,-0.807,4.441,0.147,-0.742,-2.906,4.282,-2.62,-1.7,-2.269,1.625,-0.973,1.106,43.946,24.283,22.094,14.363,14.106,12.25,12.52,10.203,8.537,9.728,8.356,8.339,8.543,7.327,7.305,10.321,9.35,8.649,9.485,9.479,0.375,0.415,0.413,0.527,0.494,0.441,0.554,0.47,0.516,0.544,0.503,0.416,0.297,0.299,0.27,0.312,0.267,0.278,0.291,0.282,0.312,0.306,0.278,0.278
